application_id,applicant_name,age,annual_income,employment_length,sex,race,credit_score,debt_to_income_ratio,num_credit_lines,num_derogatory_marks,months_since_last_delinquency,loan_amount,loan_term,loan_purpose,interest_rate,avg_monthly_balance,num_overdrafts,num_late_fees,monthly_income_deposits,loan_status
APP007940,Applicant_7940,35,158213,23.0,Female,Black,559,0.53,18,2,,22635,36,debt_consolidation,11.39,1485,0,0,16974,1
APP007941,Applicant_7941,48,65950,7.0,Female,Hispanic,338,0.1,6,0,,52899,60,major_purchase,16.32,39016,0,0,18307,1
APP007942,Applicant_7942,62,36225,,Female,Asian,800,0.28,9,1,,65155,36,education,14.85,12356,0,0,18233,0
APP007943,Applicant_7943,36,52959,25.0,Male,Other,430,0.19,12,1,47.0,45997,36,home_improvement,4.61,2947,0,0,4742,1
APP007944,Applicant_7944,32,69192,23.0,Female,Other,453,0.54,9,0,,55357,84,credit_card,19.63,21274,1,0,6289,1
APP007945,Applicant_7945,25,99711,21.0,Male,Black,620,0.49,15,0,,28173,84,home_improvement,11.82,13777,0,1,4701,1
APP007946,Applicant_7946,54,161123,4.0,Male,Black,421,0.59,13,1,,15052,120,debt_consolidation,3.92,47048,0,1,14714,0
APP007947,Applicant_7947,62,23449,14.0,Female,Asian,443,0.12,3,1,,30074,120,home_improvement,20.63,16913,0,2,17348,1
APP007948,Applicant_7948,21,192167,35.0,Female,White,485,0.48,3,0,,68255,84,education,3.62,29910,0,1,12562,0
APP007949,Applicant_7949,59,124213,36.0,Female,Black,846,0.12,19,0,,6570,60,credit_card,7.85,8968,0,0,1623,1
APP007950,Applicant_7950,52,180262,28.0,Male,Asian,510,0.14,13,0,,37540,120,home_improvement,19.08,39483,0,0,18919,0
APP007951,Applicant_7951,46,120245,14.0,Male,Black,699,0.07,12,0,,91895,84,debt_consolidation,16.25,19614,0,0,4738,0
APP007952,Applicant_7952,37,117069,26.0,Female,Black,332,0.31,6,0,,81749,36,car,15.5,49872,0,0,4529,1
APP007953,Applicant_7953,68,177213,7.0,Male,Black,458,0.12,18,1,,86122,84,car,14.4,24274,1,0,13037,0
APP007954,Applicant_7954,47,43908,28.0,Male,Hispanic,705,0.24,9,1,,40779,36,business,24.1,5852,0,0,4993,0
APP007955,Applicant_7955,44,124847,,Male,Hispanic,663,0.2,17,0,,79415,36,business,4.78,20571,0,0,11484,0
APP007956,Applicant_7956,55,140910,30.0,Female,Other,462,0.59,12,1,,99869,36,debt_consolidation,13.44,11271,1,0,6671,1
APP007957,Applicant_7957,66,183394,8.0,Female,Hispanic,430,0.41,17,0,,66159,60,education,24.33,24482,0,0,1375,1
APP007958,Applicant_7958,62,34012,9.0,Female,Asian,395,0.28,15,0,,52005,60,credit_card,9.14,47883,0,0,3591,1
APP007959,Applicant_7959,59,185961,36.0,Male,Black,569,0.53,2,1,,60337,36,home_improvement,4.21,21555,0,1,11232,1
APP007960,Applicant_7960,46,37412,9.0,Female,Hispanic,666,0.09,4,1,,87062,36,education,13.72,4487,1,0,9991,0
APP007961,Applicant_7961,69,130030,,Male,Black,664,0.23,9,2,,35378,60,major_purchase,20.08,11756,1,0,16850,0
APP007962,Applicant_7962,58,44657,24.0,Male,White,733,0.33,12,0,,5531,84,business,7.82,34651,0,1,11469,0
APP007963,Applicant_7963,43,25656,3.0,Male,Other,360,0.08,2,0,,81608,84,education,8.84,20282,0,0,10372,0
APP007964,Applicant_7964,42,160039,4.0,Male,Hispanic,622,0.13,4,1,,52288,84,education,6.97,9996,1,0,7972,0
APP007965,Applicant_7965,24,166836,22.0,Female,Black,507,0.54,12,0,,68889,84,debt_consolidation,11.22,1357,0,0,2539,1
APP007966,Applicant_7966,69,35873,38.0,Female,White,647,0.15,2,0,,65739,120,home_improvement,22.52,32093,1,0,2738,1
APP007967,Applicant_7967,29,114485,4.0,Male,Other,344,0.56,6,2,,91043,36,education,7.87,45228,0,0,16410,0
APP007968,Applicant_7968,24,129383,7.0,Female,Other,646,0.1,7,0,,26190,120,credit_card,9.14,30014,0,0,13936,0
APP007969,Applicant_7969,27,21607,16.0,Female,White,668,0.54,18,2,,81045,84,business,22.52,15764,0,1,2053,0
APP007970,Applicant_7970,43,170595,0.0,Female,Hispanic,833,0.3,5,0,,90799,120,home_improvement,23.47,1756,0,0,18015,1
APP007971,Applicant_7971,22,68447,11.0,Female,Hispanic,657,0.37,10,1,,88707,36,education,4.65,8624,0,0,17955,0
APP007972,Applicant_7972,69,69757,34.0,Female,Black,794,0.2,18,1,,6273,36,credit_card,15.13,28530,0,0,8049,0
APP007973,Applicant_7973,44,89201,,Female,Asian,359,0.2,11,0,,58541,120,education,9.87,14256,0,0,9594,1
APP007974,Applicant_7974,60,148765,17.0,Female,Black,597,0.32,17,0,,93889,60,debt_consolidation,7.13,27609,0,0,11661,0
APP007975,Applicant_7975,51,25462,9.0,Female,Black,358,0.25,11,0,,33593,84,education,14.64,46038,0,1,1224,0
APP007976,Applicant_7976,67,136832,14.0,Female,Black,723,0.09,5,3,,54349,84,home_improvement,20.25,41122,0,0,9149,0
APP007977,Applicant_7977,51,182867,32.0,Female,White,530,0.24,6,0,,14404,60,education,7.19,20417,0,0,15067,1
APP007978,Applicant_7978,67,68465,,Female,Other,747,0.19,14,0,,46113,60,major_purchase,10.44,16450,0,0,15172,0
APP007979,Applicant_7979,60,110027,33.0,Male,Other,667,0.52,16,1,,16890,36,education,15.73,19731,0,0,13726,1
APP007980,Applicant_7980,68,70528,24.0,Male,Asian,328,0.51,14,0,,74434,84,business,22.68,47304,0,0,19130,1
APP007981,Applicant_7981,63,56230,15.0,Female,Hispanic,576,0.13,1,0,,66096,36,major_purchase,22.65,14559,0,0,12110,0
APP007982,Applicant_7982,54,68242,7.0,Female,Black,678,0.45,5,0,,15947,84,home_improvement,17.68,36727,1,0,7867,0
APP007983,Applicant_7983,44,134688,34.0,Female,White,337,0.3,5,0,,21603,84,debt_consolidation,19.33,46050,0,0,19335,1
APP007984,Applicant_7984,69,21783,20.0,Female,White,506,0.53,8,0,,54612,36,education,5.85,7988,0,0,6803,1
APP007985,Applicant_7985,46,48390,18.0,Male,Black,588,0.2,14,0,,48617,60,car,18.07,35824,0,0,14248,1
APP007986,Applicant_7986,36,159489,10.0,Male,White,792,0.1,8,1,,60505,84,credit_card,10.71,9105,1,0,19184,0
APP007987,Applicant_7987,67,92102,10.0,Female,White,524,0.49,9,0,,63519,84,car,18.84,30053,0,0,4359,0
APP007988,Applicant_7988,33,37426,10.0,Male,Black,751,0.53,3,1,,82425,60,credit_card,6.25,37846,0,0,3037,0
APP007989,Applicant_7989,35,50750,21.0,Female,Asian,327,0.51,10,1,,74769,120,credit_card,16.04,40269,0,1,3384,1
APP007990,Applicant_7990,47,78188,20.0,Male,White,633,0.23,16,0,,17225,60,credit_card,11.22,48629,1,2,9890,0
APP007991,Applicant_7991,24,30872,26.0,Female,Other,672,0.07,11,0,,24370,36,car,12.69,38179,2,0,18090,0
APP007992,Applicant_7992,36,114231,,Male,Other,600,0.13,2,0,,79550,36,major_purchase,5.84,35894,0,0,14937,0
APP007993,Applicant_7993,50,149860,39.0,Male,Other,503,0.56,1,0,,91748,60,major_purchase,18.33,12235,0,1,19996,1
APP007994,Applicant_7994,64,199158,37.0,Male,Black,678,0.25,10,1,,69064,120,major_purchase,19.53,35897,1,0,18541,0
APP007995,Applicant_7995,50,86770,29.0,Female,Other,414,0.53,6,0,,99160,36,debt_consolidation,6.39,27925,0,0,2826,1
APP007996,Applicant_7996,56,144158,32.0,Male,Hispanic,319,0.59,8,1,,13378,36,car,14.33,30838,0,0,17376,1
APP007997,Applicant_7997,23,103514,,Female,White,695,0.27,6,0,,79585,36,credit_card,20.42,23914,0,0,17640,0
APP007998,Applicant_7998,42,112663,1.0,Male,Asian,351,0.48,2,0,,10495,84,education,8.3,24344,0,1,17163,0
APP007999,Applicant_7999,69,185792,12.0,Male,Other,485,0.14,8,1,,96977,84,debt_consolidation,5.48,4777,0,0,9795,0
APP008000,Applicant_8000,42,169151,1.0,Female,Black,652,0.26,3,2,,7439,60,debt_consolidation,23.1,23369,0,0,7593,0
APP008001,Applicant_8001,69,168410,30.0,Female,Asian,413,0.44,12,0,,64638,36,car,19.91,4313,0,0,17715,0
APP008002,Applicant_8002,32,154363,9.0,Female,Black,813,0.16,6,1,,72155,120,home_improvement,10.03,27913,0,0,1775,0
APP008003,Applicant_8003,41,132808,,Male,Asian,845,0.23,19,0,,76189,84,business,19.27,3939,1,0,17469,0
APP008004,Applicant_8004,24,130091,21.0,Female,Asian,581,0.36,7,0,,96576,84,home_improvement,4.12,17392,0,0,9143,1
APP008005,Applicant_8005,51,119272,28.0,Female,White,469,0.43,13,0,,55611,36,major_purchase,20.87,34677,0,0,8071,0
APP008006,Applicant_8006,64,69393,32.0,Female,Asian,620,0.25,4,1,,22711,36,major_purchase,11.86,47225,0,0,14149,0
APP008007,Applicant_8007,51,113558,30.0,Male,Hispanic,665,0.26,14,1,,88063,36,education,9.19,47532,1,0,12041,0
APP008008,Applicant_8008,43,89770,13.0,Female,Hispanic,819,0.11,4,2,,7135,84,major_purchase,8.02,34937,0,0,13015,0
APP008009,Applicant_8009,40,46720,9.0,Female,Hispanic,409,0.59,18,0,,27933,60,home_improvement,12.37,37909,0,1,8064,1
APP008010,Applicant_8010,35,33368,17.0,Male,Black,843,0.39,7,0,,45918,84,business,17.52,7506,0,0,5371,0
APP008011,Applicant_8011,43,67969,10.0,Female,White,842,0.34,13,1,,57699,60,debt_consolidation,20.58,11996,0,2,4621,0
APP008012,Applicant_8012,48,68838,,Male,Black,623,0.17,3,0,,65345,120,debt_consolidation,3.91,27943,0,0,13614,0
APP008013,Applicant_8013,36,28734,2.0,Female,Other,311,0.32,17,0,,17201,84,debt_consolidation,23.72,45015,0,0,7096,0
APP008014,Applicant_8014,57,127187,1.0,Female,Hispanic,322,0.3,1,0,,18860,120,major_purchase,21.5,3564,0,0,7502,1
APP008015,Applicant_8015,41,119329,,Female,White,460,0.19,11,0,,70684,120,business,24.13,43315,0,0,19527,1
APP008016,Applicant_8016,35,163269,30.0,Female,Hispanic,563,0.3,19,0,,88451,84,home_improvement,9.03,27438,0,0,4132,1
APP008017,Applicant_8017,37,88895,7.0,Male,White,679,0.16,7,0,,59926,36,business,6.94,3611,0,0,14206,0
APP008018,Applicant_8018,57,140424,1.0,Male,Black,379,0.44,14,1,,17770,36,business,22.31,21557,0,1,7247,1
APP008019,Applicant_8019,33,121255,21.0,Male,Black,570,0.55,7,1,,38326,60,education,3.9,20477,1,0,7159,1
APP008020,Applicant_8020,39,78073,4.0,Male,Hispanic,724,0.05,11,1,,43158,120,major_purchase,12.43,3909,0,0,19734,0
APP008021,Applicant_8021,50,35624,6.0,Male,Asian,735,0.36,19,0,,73181,84,credit_card,12.74,6801,0,0,8646,0
APP008022,Applicant_8022,65,44315,,Male,White,377,0.45,16,0,,33032,120,major_purchase,8.36,36890,0,0,3722,0
APP008023,Applicant_8023,38,37422,27.0,Female,Other,823,0.55,17,0,,90427,120,education,8.48,46071,1,1,8154,0
APP008024,Applicant_8024,34,190209,12.0,Female,Asian,410,0.25,14,0,,34145,84,credit_card,17.85,49971,2,0,5356,0
APP008025,Applicant_8025,56,92663,1.0,Female,Black,751,0.55,15,1,,56325,60,business,10.37,12887,0,0,19874,0
APP008026,Applicant_8026,56,121216,31.0,Male,White,713,0.5,18,1,,18243,60,credit_card,5.73,30220,1,0,2266,0
APP008027,Applicant_8027,40,199304,25.0,Female,Asian,559,0.34,12,1,,74120,84,home_improvement,10.77,40962,0,0,2514,0
APP008028,Applicant_8028,39,52743,2.0,Male,Other,650,0.19,13,1,,99589,60,business,14.26,1080,0,0,17034,0
APP008029,Applicant_8029,65,166708,12.0,Male,Asian,483,0.41,4,0,,32644,120,debt_consolidation,4.38,49822,0,0,13035,0
APP008030,Applicant_8030,64,30108,20.0,Female,Other,474,0.19,10,2,,48031,36,car,24.8,26062,0,0,4139,0
APP008031,Applicant_8031,27,56180,36.0,Female,Black,685,0.24,9,0,,86665,60,major_purchase,18.72,23938,0,0,19265,1
APP008032,Applicant_8032,64,38883,22.0,Male,White,571,0.31,12,0,,14107,84,education,5.94,961,1,0,10303,0
APP008033,Applicant_8033,24,64400,6.0,Male,Black,485,0.32,4,0,,94525,36,home_improvement,4.43,5757,0,0,7570,0
APP008034,Applicant_8034,54,197071,16.0,Male,White,466,0.15,6,3,,65306,36,major_purchase,24.81,16907,0,0,18427,0
APP008035,Applicant_8035,22,67951,27.0,Female,Asian,442,0.43,14,0,,90016,84,credit_card,16.96,14621,0,0,7497,0
APP008036,Applicant_8036,25,158232,29.0,Male,Black,792,0.6,4,0,,39816,36,debt_consolidation,16.4,24647,0,1,16166,0
APP008037,Applicant_8037,30,75262,4.0,Male,White,371,0.18,10,0,,16870,36,debt_consolidation,8.27,20021,0,0,15993,1
APP008038,Applicant_8038,52,171001,23.0,Female,Other,643,0.35,5,1,50.0,20417,36,car,22.31,6337,0,0,3197,0
APP008039,Applicant_8039,62,103133,6.0,Male,White,798,0.3,7,1,,93643,36,credit_card,5.01,25573,1,0,19798,0
APP008040,Applicant_8040,61,162195,33.0,Female,Black,446,0.22,7,1,,13962,60,car,19.97,11164,0,0,11616,0
APP008041,Applicant_8041,33,135106,32.0,Male,Black,800,0.28,10,1,,90493,60,major_purchase,6.37,48296,0,0,16328,0
APP008042,Applicant_8042,59,179429,26.0,Female,Asian,637,0.45,13,0,,40090,36,debt_consolidation,20.76,41656,1,0,3471,0
APP008043,Applicant_8043,25,90496,13.0,Male,Other,384,0.28,15,0,,13211,120,debt_consolidation,8.11,38956,1,0,18618,1
APP008044,Applicant_8044,30,184628,18.0,Female,White,442,0.33,5,1,,44825,120,car,24.46,12679,0,0,19509,1
APP008045,Applicant_8045,30,81934,37.0,Male,Black,610,0.31,16,0,,80244,84,business,7.86,29027,0,0,5765,0
APP008046,Applicant_8046,58,98886,11.0,Male,White,668,0.36,6,0,,32064,84,business,16.42,33033,0,2,4331,0
APP008047,Applicant_8047,47,50881,2.0,Female,Hispanic,740,0.21,4,0,,87909,60,education,22.16,48677,0,1,5668,0
APP008048,Applicant_8048,41,38409,6.0,Female,Other,366,0.33,6,0,,13081,84,business,12.81,11963,0,0,5969,1
APP008049,Applicant_8049,28,118171,34.0,Male,Other,833,0.12,16,1,,22783,60,credit_card,13.64,37499,1,0,5942,0
APP008050,Applicant_8050,21,181729,24.0,Male,Hispanic,640,0.46,19,0,,91276,60,debt_consolidation,23.85,28867,0,0,4159,0
APP008051,Applicant_8051,48,68951,14.0,Male,Other,401,0.11,6,1,,24321,36,home_improvement,5.05,15632,0,0,16007,0
APP008052,Applicant_8052,69,28752,18.0,Male,Hispanic,613,0.48,11,0,,99698,60,business,14.51,11218,0,0,16728,0
APP008053,Applicant_8053,59,137339,18.0,Male,White,409,0.5,14,1,,16090,60,home_improvement,12.12,2201,1,0,19277,1
APP008054,Applicant_8054,34,164512,22.0,Male,Hispanic,731,0.06,15,0,,6683,84,credit_card,14.16,4188,0,0,11219,0
APP008055,Applicant_8055,41,64864,10.0,Male,Asian,641,0.51,1,0,,41818,120,credit_card,9.82,30162,1,0,9116,0
APP008056,Applicant_8056,50,92035,20.0,Female,Hispanic,478,0.41,4,0,,34034,84,business,5.04,3426,1,0,6814,0
APP008057,Applicant_8057,41,106675,33.0,Male,White,433,0.1,7,1,,53458,60,car,8.88,8486,2,1,2479,0
APP008058,Applicant_8058,69,42343,38.0,Female,Other,329,0.6,10,1,,39444,60,credit_card,3.96,36108,0,0,13409,1
APP008059,Applicant_8059,29,39673,6.0,Male,Asian,772,0.39,1,0,,27591,36,car,6.15,44093,0,0,13219,0
APP008060,Applicant_8060,37,115024,26.0,Male,Hispanic,684,0.27,14,0,,95493,60,credit_card,8.76,43906,0,0,15549,0
APP008061,Applicant_8061,25,46520,22.0,Female,White,308,0.54,6,0,,94043,84,home_improvement,9.85,18973,0,0,6101,0
APP008062,Applicant_8062,51,35784,37.0,Male,Asian,435,0.07,14,0,,12081,60,debt_consolidation,11.58,8662,0,1,15919,0
APP008063,Applicant_8063,60,137446,19.0,Female,Asian,589,0.44,19,1,,40201,36,credit_card,22.84,36585,0,0,16918,1
APP008064,Applicant_8064,58,58079,26.0,Male,Asian,342,0.13,6,0,,25913,60,credit_card,15.66,6920,0,1,11283,1
APP008065,Applicant_8065,63,64220,7.0,Male,Hispanic,404,0.35,6,2,,82045,120,business,22.73,42563,0,0,14273,0
APP008066,Applicant_8066,39,171563,36.0,Male,White,330,0.1,11,0,10.0,32912,84,education,4.87,34354,0,0,16951,0
APP008067,Applicant_8067,56,132878,2.0,Male,White,518,0.42,11,1,,23860,120,credit_card,10.65,19110,1,0,6947,0
APP008068,Applicant_8068,53,136583,1.0,Female,White,412,0.31,17,1,,73934,60,home_improvement,11.8,39819,0,0,19244,0
APP008069,Applicant_8069,33,68720,,Female,Black,559,0.05,9,1,,12287,120,major_purchase,4.79,41437,1,0,13032,0
APP008070,Applicant_8070,34,34718,,Female,Other,311,0.09,14,0,,90502,120,credit_card,23.34,4766,0,0,1905,0
APP008071,Applicant_8071,53,186669,38.0,Male,White,770,0.44,6,1,,35211,36,home_improvement,9.69,10320,0,0,1832,0
APP008072,Applicant_8072,49,81217,39.0,Female,Black,639,0.27,4,0,,10359,84,debt_consolidation,20.31,25150,0,0,6333,0
APP008073,Applicant_8073,63,120668,35.0,Male,Black,545,0.42,7,1,,36041,120,home_improvement,13.55,36305,0,0,9074,0
APP008074,Applicant_8074,69,177904,23.0,Female,Asian,549,0.26,10,1,,93150,60,credit_card,13.16,33209,0,0,9854,0
APP008075,Applicant_8075,56,163936,11.0,Male,Other,808,0.25,7,1,,24780,60,debt_consolidation,21.73,33550,1,0,11476,0
APP008076,Applicant_8076,64,108378,16.0,Female,Asian,603,0.52,5,2,,95527,120,business,10.69,49201,0,1,7905,1
APP008077,Applicant_8077,30,28177,21.0,Female,Other,812,0.52,4,1,,66714,36,home_improvement,4.38,30566,0,0,6902,1
APP008078,Applicant_8078,51,197187,18.0,Female,Asian,660,0.56,15,0,,38054,84,car,14.61,26813,0,2,6557,0
APP008079,Applicant_8079,26,142318,,Female,Hispanic,343,0.5,4,0,27.0,91019,120,credit_card,8.62,34250,0,0,16806,1
APP008080,Applicant_8080,21,131145,11.0,Male,Other,618,0.12,15,0,,34574,60,major_purchase,10.91,9717,1,0,4207,0
APP008081,Applicant_8081,27,162916,31.0,Female,Black,788,0.09,7,1,,62696,120,home_improvement,11.21,13112,1,0,13078,0
APP008082,Applicant_8082,47,33418,30.0,Female,Black,593,0.08,6,0,,70889,36,education,22.63,43013,0,0,2078,0
APP008083,Applicant_8083,41,185926,16.0,Female,Other,808,0.59,4,0,,65286,84,major_purchase,22.18,47964,1,0,16073,0
APP008084,Applicant_8084,48,108075,22.0,Female,Asian,820,0.33,19,0,,91066,60,home_improvement,23.58,41819,1,0,10408,0
APP008085,Applicant_8085,36,195022,9.0,Male,Hispanic,625,0.11,2,1,,83590,60,debt_consolidation,15.88,17204,0,1,8309,0
APP008086,Applicant_8086,66,85227,29.0,Male,Hispanic,552,0.35,15,0,,80769,36,major_purchase,16.27,44407,0,0,10214,1
APP008087,Applicant_8087,43,163907,,Male,White,607,0.44,2,0,,18332,120,business,14.06,47522,1,0,8639,0
APP008088,Applicant_8088,40,37533,,Female,Other,622,0.1,13,1,,46557,60,credit_card,19.29,42425,1,0,3223,0
APP008089,Applicant_8089,58,121457,25.0,Female,Hispanic,335,0.24,14,0,,66044,84,major_purchase,23.34,17332,0,0,4366,0
APP008090,Applicant_8090,45,127504,10.0,Male,Asian,590,0.15,9,1,,34538,84,credit_card,4.05,6062,0,0,18711,1
APP008091,Applicant_8091,48,161295,19.0,Male,Asian,841,0.59,16,1,,85280,120,debt_consolidation,9.37,11411,0,0,8791,0
APP008092,Applicant_8092,25,144202,3.0,Male,Black,788,0.23,9,4,,54945,36,business,4.61,41502,0,0,7989,0
APP008093,Applicant_8093,41,30273,11.0,Male,Hispanic,535,0.43,17,2,,8218,60,business,10.82,32482,0,0,7056,1
APP008094,Applicant_8094,38,53519,24.0,Male,Hispanic,684,0.56,3,1,,63771,84,credit_card,21.73,15809,0,0,6779,0
APP008095,Applicant_8095,67,175232,9.0,Female,Asian,660,0.52,5,1,,40933,120,home_improvement,13.88,15777,1,0,12066,0
APP008096,Applicant_8096,26,147024,21.0,Female,Black,555,0.27,12,1,,52529,36,credit_card,22.65,21364,1,0,17443,1
APP008097,Applicant_8097,49,144540,6.0,Male,Hispanic,658,0.22,5,0,,23798,120,major_purchase,21.99,15954,1,0,3939,0
APP008098,Applicant_8098,39,161420,23.0,Female,Asian,842,0.5,14,0,,22811,36,education,6.54,4473,0,0,10007,0
APP008099,Applicant_8099,53,103460,1.0,Female,Black,324,0.16,17,0,,51973,36,major_purchase,9.6,40048,0,0,9309,0
APP008100,Applicant_8100,21,124471,31.0,Male,Black,300,0.44,5,1,,8029,60,education,15.44,791,0,1,8713,0
APP008101,Applicant_8101,65,124668,,Male,Asian,657,0.51,13,0,,32044,36,home_improvement,11.37,16947,0,1,9353,0
APP008102,Applicant_8102,23,87519,6.0,Male,Black,417,0.52,15,0,,44066,60,education,16.81,13012,0,0,16485,1
APP008103,Applicant_8103,62,110426,7.0,Male,Black,778,0.05,17,0,,42727,36,credit_card,16.33,9021,0,0,19614,0
APP008104,Applicant_8104,41,34629,37.0,Female,White,758,0.32,10,1,,90205,84,credit_card,4.19,28302,0,0,15934,0
APP008105,Applicant_8105,55,69056,20.0,Female,Black,412,0.25,16,1,,32143,120,education,12.06,36468,0,0,15421,0
APP008106,Applicant_8106,61,31273,7.0,Female,Hispanic,494,0.59,16,0,,56979,120,credit_card,13.15,21573,1,0,1594,1
APP008107,Applicant_8107,60,140484,24.0,Female,Black,319,0.35,17,0,,51936,60,education,22.63,39361,0,0,16764,1
APP008108,Applicant_8108,23,117275,27.0,Male,Hispanic,585,0.29,7,1,,68040,84,car,18.8,8396,2,0,3864,0
APP008109,Applicant_8109,45,191488,27.0,Female,Asian,757,0.18,11,1,,24263,36,business,8.5,42101,0,0,8466,0
APP008110,Applicant_8110,65,158966,30.0,Male,Black,747,0.52,14,3,,75524,60,education,16.08,28291,0,0,1948,1
APP008111,Applicant_8111,58,66073,35.0,Female,Asian,384,0.23,12,0,,64807,84,car,12.44,30916,0,0,10366,0
APP008112,Applicant_8112,65,65693,24.0,Female,Other,573,0.5,9,1,,43189,60,business,22.85,30477,1,0,9765,1
APP008113,Applicant_8113,40,44343,,Male,Black,702,0.54,7,0,,86473,120,major_purchase,4.26,5108,0,0,6231,1
APP008114,Applicant_8114,64,63095,37.0,Male,Asian,552,0.08,14,1,,43435,36,business,24.93,13451,0,0,19305,1
APP008115,Applicant_8115,65,182246,11.0,Male,Other,664,0.33,16,2,,96565,60,major_purchase,6.39,25615,0,0,19237,0
APP008116,Applicant_8116,54,142388,36.0,Female,Hispanic,559,0.28,10,0,,48413,60,debt_consolidation,17.07,17113,0,0,1530,1
APP008117,Applicant_8117,41,134441,36.0,Male,Hispanic,733,0.27,5,0,,69623,60,credit_card,9.89,24861,1,0,6206,0
APP008118,Applicant_8118,68,120782,30.0,Female,Hispanic,421,0.25,19,0,,47011,60,major_purchase,14.44,13950,0,0,13747,0
APP008119,Applicant_8119,43,193998,17.0,Female,Hispanic,816,0.34,7,0,,9212,36,debt_consolidation,10.03,19505,0,0,15004,0
APP008120,Applicant_8120,26,92590,25.0,Male,Hispanic,842,0.12,8,2,,57655,60,business,12.87,37619,0,0,15693,0
APP008121,Applicant_8121,33,189899,5.0,Female,White,818,0.53,10,0,,15915,36,car,8.48,4695,0,0,10895,1
APP008122,Applicant_8122,69,128263,8.0,Male,Asian,311,0.36,3,0,,34436,60,major_purchase,5.28,11074,0,0,14599,0
APP008123,Applicant_8123,43,195847,10.0,Male,Other,309,0.24,14,1,,81770,84,credit_card,16.89,10749,0,1,12722,0
APP008124,Applicant_8124,29,192273,30.0,Female,Other,456,0.18,3,0,,40552,60,education,22.33,3901,0,1,12630,0
APP008125,Applicant_8125,37,49373,1.0,Female,Black,440,0.39,15,0,,98400,36,business,15.57,8740,0,0,19844,0
APP008126,Applicant_8126,22,47525,28.0,Female,Asian,436,0.48,10,1,,7854,84,major_purchase,13.49,38267,0,0,17479,0
APP008127,Applicant_8127,39,147716,4.0,Male,White,699,0.29,7,1,,56403,120,car,4.09,5008,1,0,7342,1
APP008128,Applicant_8128,39,124513,22.0,Male,White,742,0.59,19,0,,96043,120,debt_consolidation,14.07,43296,0,0,7940,0
APP008129,Applicant_8129,27,149401,35.0,Male,Asian,741,0.34,10,0,,19585,84,education,19.33,26879,2,1,18462,0
APP008130,Applicant_8130,62,116643,6.0,Female,Hispanic,566,0.59,14,1,,61505,84,debt_consolidation,6.9,2662,0,0,10348,0
APP008131,Applicant_8131,62,181558,,Male,Hispanic,812,0.58,8,0,,92087,36,education,19.94,17561,1,0,11076,0
APP008132,Applicant_8132,40,169712,9.0,Female,Asian,576,0.38,1,0,,8378,120,debt_consolidation,13.9,15146,0,0,15564,1
APP008133,Applicant_8133,29,117694,35.0,Male,Other,655,0.37,6,0,100.0,91320,36,business,19.9,30272,0,0,4585,0
APP008134,Applicant_8134,37,56136,,Male,Hispanic,392,0.11,15,0,,85755,84,credit_card,6.7,16451,0,0,17870,0
APP008135,Applicant_8135,47,76539,14.0,Female,Black,435,0.56,5,3,,64291,36,major_purchase,7.84,17479,0,1,19396,1
APP008136,Applicant_8136,67,176014,18.0,Female,White,410,0.49,14,0,,10084,84,major_purchase,13.09,645,2,0,8209,1
APP008137,Applicant_8137,22,88363,20.0,Female,Hispanic,343,0.33,9,1,,56318,120,debt_consolidation,13.75,12083,1,0,15718,1
APP008138,Applicant_8138,56,101526,34.0,Male,Other,510,0.22,6,0,,36959,60,home_improvement,24.87,43994,1,0,11388,1
APP008139,Applicant_8139,39,55255,14.0,Female,Hispanic,642,0.51,1,0,,27038,84,car,24.7,12994,0,0,10191,0
APP008140,Applicant_8140,37,138209,13.0,Female,Hispanic,658,0.21,19,0,,55981,36,business,13.32,1652,0,0,1793,0
APP008141,Applicant_8141,25,106437,28.0,Female,White,660,0.35,15,0,,90530,84,major_purchase,8.66,40024,1,2,11131,0
APP008142,Applicant_8142,59,167349,4.0,Female,Black,630,0.16,2,1,,97317,84,car,18.39,40888,0,0,18028,1
APP008143,Applicant_8143,38,152715,17.0,Male,Black,710,0.49,19,0,,82509,60,credit_card,7.66,34943,0,0,15531,1
APP008144,Applicant_8144,27,135900,0.0,Male,Other,807,0.46,17,0,,68765,36,major_purchase,9.44,40828,3,0,1040,0
APP008145,Applicant_8145,37,43729,26.0,Female,Asian,531,0.21,11,0,,70356,84,credit_card,15.09,26243,0,0,8625,1
APP008146,Applicant_8146,59,41818,26.0,Female,Asian,469,0.11,18,0,,43974,36,credit_card,23.83,29724,0,0,10995,0
APP008147,Applicant_8147,56,85555,24.0,Male,Asian,703,0.15,14,0,,63362,120,major_purchase,4.12,34788,0,0,16922,0
APP008148,Applicant_8148,60,118979,20.0,Female,Other,533,0.39,19,0,,50280,36,car,18.0,14473,0,0,6472,0
APP008149,Applicant_8149,65,73629,13.0,Female,Hispanic,819,0.13,9,0,,94501,36,major_purchase,22.1,45953,0,0,7340,0
APP008150,Applicant_8150,24,135296,19.0,Female,Black,601,0.23,11,1,25.0,30685,60,debt_consolidation,19.28,18662,0,0,4229,0
APP008151,Applicant_8151,58,75438,27.0,Male,Black,399,0.51,11,0,113.0,85262,36,credit_card,13.86,30546,0,0,19808,0
APP008152,Applicant_8152,45,29457,20.0,Male,Hispanic,552,0.09,4,1,,34113,120,credit_card,21.93,42020,0,0,10712,0
